R5OECD,AIM - RCP 6.0,"CO emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgCO/yr,1.846,1.712,1.313,0.988,0.794,0.648,0.498,0.401,0.270,0.153,0.101,0.068,
R5REF,AIM - RCP 6.0,"CO emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgCO/yr,0.765,0.693,0.565,0.419,0.348,0.257,0.199,0.168,0.125,0.085,0.078,0.074,
World,AIM - RCP 6.0,"CO emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgCO/yr,19.223,22.638,27.516,25.096,25.278,34.493,27.592,21.291,11.869,8.262,5.501,3.952,
R5ASIA,AIM - RCP 6.0,CO emissions - Solvents,TgCO/yr,0.546,0.639,0.796,1.186,1.712,2.174,2.320,2.194,1.867,1.482,1.239,1.027,1) No data availlable for this category (except for VOC emissions)
R5LAM,AIM - RCP 6.0,CO emissions - Solvents,TgCO/yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) No data availlable for this category (except for VOC emissions)
R5MAF,AIM - RCP 6.0,CO emissions - Solvents,TgCO/yr,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1) No data availlable for this category (except for VOC emissions)
R5OECD,AIM - RCP 6.0,CO emissions - Solvents,TgCO/yr,0.049,0.054,0.054,0.049,0.044,0.038,0.033,0.028,0.023,0.020,0.017,0.014,1) No data availlable for this category (except for VOC emissions)
R5REF,AIM - RCP 6.0,CO emissions - Solvents,TgCO/yr,0.023,0.023,0.023,0.021,0.019,0.017,0.015,0.013,0.012,0.010,0.009,0.007,1) No data availlable for this category (except for VOC emissions)
World,AIM - RCP 6.0,CO emissions - Solvents,TgCO/yr,0.618,0.716,0.873,1.256,1.776,2.229,2.368,2.235,1.902,1.511,1.264,1.048,1) No data availlable for this category (except for VOC emissions)
R5ASIA,AIM - RCP 6.0,"CO emissions - Waste (landfills, wastewater, non-energy incineration)",TgCO/yr,0.433,0.423,0.401,0.352,0.300,0.249,0.202,0.162,0.129,0.102,0.079,0.061,
R5LAM,AIM - RCP 6.0,"CO emissions - Waste (landfills, wastewater, non-energy incineration)",TgCO/yr,0.210,0.204,0.192,0.167,0.141,0.116,0.094,0.075,0.059,0.046,0.036,0.028,
R5MAF,AIM - RCP 6.0,"CO emissions - Waste (landfills, wastewater, non-energy incineration)",TgCO/yr,0.281,0.284,0.279,0.266,0.246,0.221,0.193,0.165,0.138,0.112,0.090,0.071,
R5OECD,AIM - RCP 6.0,"CO emissions - Waste (landfills, wastewater, non-energy incineration)",TgCO/yr,2.419,2.284,2.095,1.739,1.421,1.151,0.923,0.742,0.594,0.473,0.374,0.296,
R5REF,AIM - RCP 6.0,"CO emissions - Waste (landfills, wastewater, non-energy incineration)",TgCO/yr,0.959,0.875,0.780,0.620,0.483,0.368,0.277,0.211,0.163,0.125,0.097,0.076,
World,AIM - RCP 6.0,"CO emissions - Waste (landfills, wastewater, non-energy incineration)",TgCO/yr,4.302,4.070,3.748,3.143,2.591,2.104,1.689,1.356,1.083,0.859,0.676,0.531,
R5ASIA,AIM - RCP 6.0,CO emissions - Industry (combustion & processing),TgCO/yr,74.466,90.541,105.784,135.077,178.549,217.451,233.559,227.890,201.676,166.238,144.454,122.772,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,AIM - RCP 6.0,CO emissions - Industry (combustion & processing),TgCO/yr,3.553,3.594,3.665,3.504,3.329,3.175,3.029,2.777,2.429,2.105,1.881,1.629,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,AIM - RCP 6.0,CO emissions - Industry (combustion & processing),TgCO/yr,2.014,2.242,2.150,1.944,1.861,1.802,1.823,1.861,1.811,1.737,1.675,1.617,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,AIM - RCP 6.0,CO emissions - Industry (combustion & processing),TgCO/yr,13.145,12.646,12.313,10.706,9.174,7.633,6.274,5.119,4.218,3.490,2.774,2.194,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,AIM - RCP 6.0,CO emissions - Industry (combustion & processing),TgCO/yr,2.360,2.349,2.213,2.136,2.010,1.828,1.644,1.390,1.085,0.813,0.639,0.521,1) MiniCAM includes emissions from charcoal production in Industry
World,AIM - RCP 6.0,CO emissions - Industry (combustion & processing),TgCO/yr,95.533,111.365,126.120,153.355,194.909,231.878,246.319,239.033,211.217,174.381,151.420,128.732,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,AIM - RCP 6.0,CO emissions - Residential and Commercial,TgCO/yr,151.709,136.043,116.709,92.320,75.862,63.632,52.277,41.052,31.807,23.398,16.763,12.115,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,AIM - RCP 6.0,CO emissions - Residential and Commercial,TgCO/yr,7.271,6.291,5.221,4.133,3.335,2.686,2.107,1.677,1.335,1.040,0.800,0.615,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,AIM - RCP 6.0,CO emissions - Residential and Commercial,TgCO/yr,64.397,58.402,48.348,42.375,35.280,28.432,22.192,17.410,14.202,11.177,8.635,6.488,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,AIM - RCP 6.0,CO emissions - Residential and Commercial,TgCO/yr,14.937,13.073,11.654,9.140,7.137,5.595,4.285,3.203,2.318,1.621,1.121,0.824,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,AIM - RCP 6.0,CO emissions - Residential and Commercial,TgCO/yr,8.262,8.289,7.603,5.724,4.361,3.190,2.268,1.605,1.130,0.828,0.675,0.469,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,AIM - RCP 6.0,CO emissions - Residential and Commercial,TgCO/yr,246.563,222.083,189.526,153.683,125.976,103.534,83.129,64.946,50.792,38.064,27.994,20.510,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,AIM - RCP 6.0,CO emissions - Ag waste burning on fields,TgCO/yr,9.030,9.536,9.959,9.976,10.299,10.247,10.065,9.856,9.783,9.486,7.886,6.772,
R5LAM,AIM - RCP 6.0,CO emissions - Ag waste burning on fields,TgCO/yr,2.893,3.121,3.326,2.761,2.996,3.212,3.341,3.583,3.714,3.523,3.828,3.742,
R5MAF,AIM - RCP 6.0,CO emissions - Ag waste burning on fields,TgCO/yr,3.007,3.368,3.565,3.338,3.694,4.013,4.257,4.576,4.680,4.674,5.033,4.913,
R5OECD,AIM - RCP 6.0,CO emissions - Ag waste burning on fields,TgCO/yr,2.350,2.383,2.463,2.038,2.178,2.313,2.374,2.451,2.468,2.377,2.441,2.311,
R5REF,AIM - RCP 6.0,CO emissions - Ag waste burning on fields,TgCO/yr,2.162,2.265,2.206,1.855,1.761,1.737,1.699,1.696,1.577,1.313,1.231,1.081,
World,AIM - RCP 6.0,CO emissions - Ag waste burning on fields,TgCO/yr,19.442,20.672,21.519,19.967,20.927,21.521,21.736,22.162,22.222,21.374,20.419,18.819,
R5ASIA,AIM - RCP 6.0,"CO emissions - Agriculture (Animals, Rice, & Soil)",TgCO/yr,,,,,,,,,,,,,
R5LAM,AIM - RCP 6.0,"CO emissions - Agriculture (Animals, Rice, & Soil)",TgCO/yr,,,,,,,,,,,,,
R5MAF,AIM - RCP 6.0,"CO emissions - Agriculture (Animals, Rice, & Soil)",TgCO/yr,,,,,,,,,,,,,
R5OECD,AIM - RCP 6.0,"CO emissions - Agriculture (Animals, Rice, & Soil)",TgCO/yr,0.013,0.014,0.014,0.013,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.012,
R5REF,AIM - RCP 6.0,"CO emissions - Agriculture (Animals, Rice, & Soil)",TgCO/yr,,,,,,,,,,,,,
World,AIM - RCP 6.0,"CO emissions - Agriculture (Animals, Rice, & Soil)",TgCO/yr,0.013,0.014,0.014,0.013,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.012,
R5ASIA,AIM - RCP 6.0,CO emissions - Grassland burning,TgCO/yr,4.303,4.352,4.494,5.096,5.302,6.009,6.890,7.733,8.743,9.657,10.740,10.967,
R5LAM,AIM - RCP 6.0,CO emissions - Grassland burning,TgCO/yr,21.099,21.339,20.946,22.267,21.257,20.920,21.364,21.902,22.550,23.118,23.440,23.484,
R5MAF,AIM - RCP 6.0,CO emissions - Grassland burning,TgCO/yr,162.151,162.378,161.887,162.656,161.373,162.787,165.707,169.217,173.725,177.780,180.610,181.947,
R5OECD,AIM - RCP 6.0,CO emissions - Grassland burning,TgCO/yr,21.446,21.540,21.449,22.903,21.412,21.723,22.113,22.828,23.013,23.377,23.608,23.748,
R5REF,AIM - RCP 6.0,CO emissions - Grassland burning,TgCO/yr,12.268,12.245,12.332,12.575,12.750,13.029,13.404,13.837,14.299,14.706,15.036,15.244,
World,AIM - RCP 6.0,CO emissions - Grassland burning,TgCO/yr,221.264,221.850,221.105,225.492,222.090,224.465,229.475,235.514,242.327,248.635,253.429,255.386,
R5ASIA,AIM - RCP 6.0,CO emissions - Forest burning,TgCO/yr,110.838,110.946,110.957,115.557,116.449,118.567,122.016,125.935,129.964,133.917,138.991,142.600,
R5LAM,AIM - RCP 6.0,CO emissions - Forest burning,TgCO/yr,55.715,56.278,55.085,57.180,55.711,54.082,54.957,56.115,57.611,59.078,60.440,61.081,
R5MAF,AIM - RCP 6.0,CO emissions - Forest burning,TgCO/yr,19.364,19.509,19.222,19.832,20.370,22.042,24.311,27.089,30.352,33.824,37.158,40.100,
R5OECD,AIM - RCP 6.0,CO emissions - Forest burning,TgCO/yr,14.427,14.413,14.444,14.662,14.496,14.596,14.767,15.096,15.217,15.333,15.470,15.555,
R5REF,AIM - RCP 6.0,CO emissions - Forest burning,TgCO/yr,37.327,37.248,37.409,37.814,38.261,38.866,39.639,40.504,41.403,42.185,42.792,43.211,
World,AIM - RCP 6.0,CO emissions - Forest burning,TgCO/yr,237.670,238.394,237.116,245.044,245.286,248.151,255.690,264.739,274.546,284.336,294.850,302.547,
R5ASIA,AIM - RCP 6.0,NOx emissions - Total,TgNO2/yr,26.296,28.799,31.185,33.572,34.265,41.106,41.433,40.516,31.329,24.988,21.606,18.542,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,AIM - RCP 6.0,NOx emissions - Total,TgNO2/yr,9.567,9.260,8.563,7.553,7.142,6.663,6.246,5.906,5.358,4.985,4.723,4.470,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,AIM - RCP 6.0,NOx emissions - Total,TgNO2/yr,18.365,18.815,18.037,17.399,17.695,17.483,17.205,16.988,17.446,16.519,16.318,15.811,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5OECD,AIM - RCP 6.0,NOx emissions - Total,TgNO2/yr,39.126,38.906,36.438,29.840,24.088,18.959,14.805,11.506,8.414,6.197,5.106,4.186,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5REF,AIM - RCP 6.0,NOx emissions - Total,TgNO2/yr,11.690,10.983,10.266,9.429,8.415,6.607,5.419,4.753,3.830,3.153,3.023,2.875,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
World,AIM - RCP 6.0,NOx emissions - Total,TgNO2/yr,125.691,127.129,123.969,115.594,108.581,107.167,100.216,93.018,77.881,65.448,59.054,52.852,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5ASIA,AIM - RCP 6.0,NOx emissions - Surface Transportation,TgNO2/yr,6.911,7.728,8.119,8.468,8.827,9.448,9.414,8.537,7.185,5.495,4.225,3.180,
R5LAM,AIM - RCP 6.0,NOx emissions - Surface Transportation,TgNO2/yr,3.982,3.767,3.339,2.912,2.642,2.278,1.902,1.573,1.223,0.961,0.782,0.622,
R5MAF,AIM - RCP 6.0,NOx emissions - Surface Transportation,TgNO2/yr,3.398,3.708,3.466,3.492,3.488,3.270,3.012,2.731,2.439,2.137,1.973,1.780,
R5OECD,AIM - RCP 6.0,NOx emissions - Surface Transportation,TgNO2/yr,18.450,18.211,16.322,12.635,9.350,6.656,4.664,3.229,2.149,1.355,0.878,0.562,
R5REF,AIM - RCP 6.0,NOx emissions - Surface Transportation,TgNO2/yr,3.194,3.361,3.118,2.492,1.983,1.501,1.103,0.820,0.610,0.450,0.362,0.258,
World,AIM - RCP 6.0,NOx emissions - Surface Transportation,TgNO2/yr,35.933,36.772,34.361,29.998,26.290,23.152,20.094,16.890,13.605,10.397,8.220,6.402,
R5ASIA,AIM - RCP 6.0,NOx emissions - International Shipping,TgNO2/yr,,,,,,,,,,,,,
R5LAM,AIM - RCP 6.0,NOx emissions - International Shipping,TgNO2/yr,,,,,,,,,,,,,
R5MAF,AIM - RCP 6.0,NOx emissions - International Shipping,TgNO2/yr,,,,,,,,,,,,,
R5OECD,AIM - RCP 6.0,NOx emissions - International Shipping,TgNO2/yr,,,,,,,,,,,,,
R5REF,AIM - RCP 6.0,NOx emissions - International Shipping,TgNO2/yr,,,,,,,,,,,,,
World,AIM - RCP 6.0,NOx emissions - International Shipping,TgNO2/yr,17.867,17.417,16.409,14.410,13.088,11.868,10.226,8.310,6.559,5.042,4.022,3.104,
R5ASIA,AIM - RCP 6.0,NOx emissions - Aviation,TgNO2/yr,,,,,,,,,,,,,
R5LAM,AIM - RCP 6.0,NOx emissions - Aviation,TgNO2/yr,,,,,,,,,,,,,
R5MAF,AIM - RCP 6.0,NOx emissions - Aviation,TgNO2/yr,,,,,,,,,,,,,
R5OECD,AIM - RCP 6.0,NOx emissions - Aviation,TgNO2/yr,,,,,,,,,,,,,
R5REF,AIM - RCP 6.0,NOx emissions - Aviation,TgNO2/yr,,,,,,,,,,,,,
World,AIM - RCP 6.0,NOx emissions - Aviation,TgNO2/yr,2.785,2.955,3.077,3.395,3.892,4.486,4.886,5.042,4.946,4.565,4.258,3.865,
R5ASIA,AIM - RCP 6.0,"NOx emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNO2/yr,6.978,7.826,8.861,9.602,7.549,11.606,11.505,12.786,7.277,5.033,4.566,4.014,
R5LAM,AIM - RCP 6.0,"NOx emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNO2/yr,1.152,1.038,0.854,0.300,0.296,0.318,0.326,0.356,0.214,0.187,0.102,0.086,
R5MAF,AIM - RCP 6.0,"NOx emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNO2/yr,2.261,2.429,2.264,1.557,1.842,1.784,1.637,1.506,2.116,1.438,1.374,1.119,
R5OECD,AIM - RCP 6.0,"NOx emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNO2/yr,8.685,8.538,8.430,7.085,6.004,4.774,3.641,2.675,1.442,0.621,0.393,0.147,
R5REF,AIM - RCP 6.0,"NOx emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNO2/yr,4.263,3.330,2.996,3.131,2.903,1.827,1.237,1.022,0.465,0.067,0.067,0.077,
World,AIM - RCP 6.0,"NOx emissions - Power Plants, Energy Conversion, Extraction, and Distribution",TgNO2/yr,23.337,23.159,23.403,21.675,18.593,20.307,18.345,18.344,11.514,7.346,6.501,5.443,
R5ASIA,AIM - RCP 6.0,NOx emissions - Solvents,TgNO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5LAM,AIM - RCP 6.0,NOx emissions - Solvents,TgNO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5MAF,AIM - RCP 6.0,NOx emissions - Solvents,TgNO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5OECD,AIM - RCP 6.0,NOx emissions - Solvents,TgNO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5REF,AIM - RCP 6.0,NOx emissions - Solvents,TgNO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
World,AIM - RCP 6.0,NOx emissions - Solvents,TgNO2/yr,,,,,,,,,,,,,1) No data availlable for this category (except for VOC emissions)
R5ASIA,AIM - RCP 6.0,"NOx emissions - Waste (landfills, wastewater, non-energy incineration)",TgNO2/yr,0.007,0.007,0.006,0.006,0.005,0.004,0.003,0.002,0.002,0.002,0.001,0.001,
R5LAM,AIM - RCP 6.0,"NOx emissions - Waste (landfills, wastewater, non-energy incineration)",TgNO2/yr,0.008,0.008,0.007,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,
R5MAF,AIM - RCP 6.0,"NOx emissions - Waste (landfills, wastewater, non-energy incineration)",TgNO2/yr,0.011,0.011,0.011,0.010,0.009,0.008,0.007,0.006,0.005,0.004,0.003,0.002,
R5OECD,AIM - RCP 6.0,"NOx emissions - Waste (landfills, wastewater, non-energy incineration)",TgNO2/yr,0.261,0.244,0.220,0.177,0.140,0.110,0.085,0.067,0.052,0.041,0.032,0.025,
R5REF,AIM - RCP 6.0,"NOx emissions - Waste (landfills, wastewater, non-energy incineration)",TgNO2/yr,0.008,0.007,0.006,0.005,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,
World,AIM - RCP 6.0,"NOx emissions - Waste (landfills, wastewater, non-energy incineration)",TgNO2/yr,0.295,0.276,0.251,0.204,0.163,0.129,0.101,0.079,0.063,0.049,0.038,0.030,
R5ASIA,AIM - RCP 6.0,NOx emissions - Industry (combustion & processing),TgNO2/yr,5.854,6.795,7.926,9.467,11.961,14.063,14.559,13.383,11.204,8.983,7.546,6.272,1) MiniCAM includes emissions from charcoal production in Industry
R5LAM,AIM - RCP 6.0,NOx emissions - Industry (combustion & processing),TgNO2/yr,1.021,1.050,1.061,1.058,1.035,0.981,0.917,0.823,0.705,0.606,0.539,0.474,1) MiniCAM includes emissions from charcoal production in Industry
R5MAF,AIM - RCP 6.0,NOx emissions - Industry (combustion & processing),TgNO2/yr,1.111,1.193,1.137,1.292,1.450,1.544,1.638,1.725,1.685,1.597,1.499,1.429,1) MiniCAM includes emissions from charcoal production in Industry
R5OECD,AIM - RCP 6.0,NOx emissions - Industry (combustion & processing),TgNO2/yr,6.465,6.728,6.480,5.393,4.469,3.574,2.826,2.134,1.581,1.174,0.895,0.677,1) MiniCAM includes emissions from charcoal production in Industry
R5REF,AIM - RCP 6.0,NOx emissions - Industry (combustion & processing),TgNO2/yr,1.304,1.299,1.192,1.031,0.873,0.708,0.578,0.444,0.310,0.211,0.148,0.110,1) MiniCAM includes emissions from charcoal production in Industry
World,AIM - RCP 6.0,NOx emissions - Industry (combustion & processing),TgNO2/yr,15.753,17.062,17.793,18.239,19.788,20.869,20.515,18.508,15.484,12.570,10.626,8.961,1) MiniCAM includes emissions from charcoal production in Industry
R5ASIA,AIM - RCP 6.0,NOx emissions - Residential and Commercial,TgNO2/yr,2.854,2.680,2.453,2.051,1.884,1.868,1.734,1.480,1.205,0.914,0.687,0.500,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5LAM,AIM - RCP 6.0,NOx emissions - Residential and Commercial,TgNO2/yr,0.439,0.391,0.329,0.275,0.237,0.200,0.161,0.130,0.103,0.081,0.064,0.050,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5MAF,AIM - RCP 6.0,NOx emissions - Residential and Commercial,TgNO2/yr,2.097,1.952,1.648,1.503,1.366,1.202,1.027,0.884,0.777,0.661,0.568,0.471,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5OECD,AIM - RCP 6.0,NOx emissions - Residential and Commercial,TgNO2/yr,2.797,2.684,2.465,2.046,1.666,1.334,1.046,0.787,0.559,0.381,0.260,0.185,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5REF,AIM - RCP 6.0,NOx emissions - Residential and Commercial,TgNO2/yr,0.854,0.922,0.885,0.715,0.579,0.458,0.344,0.256,0.188,0.145,0.130,0.101,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
World,AIM - RCP 6.0,NOx emissions - Residential and Commercial,TgNO2/yr,9.041,8.628,7.779,6.589,5.732,5.061,4.312,3.537,2.831,2.182,1.710,1.307,"1) MiniCAM includes emissions from ""other stationary"" and agricultural production in Res/Comm"
R5ASIA,AIM - RCP 6.0,NOx emissions - Ag waste burning on fields,TgNO2/yr,0.172,0.185,0.192,0.186,0.188,0.186,0.182,0.176,0.173,0.168,0.133,0.109,
R5LAM,AIM - RCP 6.0,NOx emissions - Ag waste burning on fields,TgNO2/yr,0.131,0.141,0.150,0.124,0.134,0.142,0.147,0.157,0.162,0.153,0.165,0.161,
R5MAF,AIM - RCP 6.0,NOx emissions - Ag waste burning on fields,TgNO2/yr,0.136,0.152,0.161,0.150,0.165,0.178,0.187,0.200,0.204,0.202,0.217,0.210,
R5OECD,AIM - RCP 6.0,NOx emissions - Ag waste burning on fields,TgNO2/yr,0.088,0.090,0.093,0.072,0.077,0.082,0.085,0.088,0.089,0.085,0.089,0.084,
R5REF,AIM - RCP 6.0,NOx emissions - Ag waste burning on fields,TgNO2/yr,0.092,0.096,0.093,0.078,0.073,0.072,0.070,0.070,0.065,0.054,0.050,0.044,
World,AIM - RCP 6.0,NOx emissions - Ag waste burning on fields,TgNO2/yr,0.619,0.665,0.690,0.609,0.636,0.660,0.671,0.691,0.693,0.662,0.654,0.607,
R5ASIA,AIM - RCP 6.0,"NOx emissions - Agriculture (Animals, Rice, & Soil)",TgNO2/yr,0.952,1.003,1.048,1.055,1.080,1.072,1.049,1.024,1.009,0.976,0.841,0.752,"1) NOx from the AGR sector in 2000 includes only anthropogenic emissions from soils. The historical emissions estimates used for earlier years includes both natural and anthropogenic emissions. While a correction was made to approximate anthropogenic emissions in the historical data series, a discontinuity between 1990 and 2000 remains due to this incompatibility."
R5LAM,AIM - RCP 6.0,"NOx emissions - Agriculture (Animals, Rice, & Soil)",TgNO2/yr,0.146,0.151,0.161,0.106,0.105,0.111,0.117,0.137,0.152,0.134,0.157,0.147,"1) NOx from the AGR sector in 2000 includes only anthropogenic emissions from soils. The historical emissions estimates used for earlier years includes both natural and anthropogenic emissions. While a correction was made to approximate anthropogenic emissions in the historical data series, a discontinuity between 1990 and 2000 remains due to this incompatibility."
R5MAF,AIM - RCP 6.0,"NOx emissions - Agriculture (Animals, Rice, & Soil)",TgNO2/yr,0.102,0.110,0.116,0.110,0.121,0.132,0.139,0.148,0.150,0.147,0.157,0.153,"1) NOx from the AGR sector in 2000 includes only anthropogenic emissions from soils. The historical emissions estimates used for earlier years includes both natural and anthropogenic emissions. While a correction was made to approximate anthropogenic emissions in the historical data series, a discontinuity between 1990 and 2000 remains due to this incompatibility."
R5OECD,AIM - RCP 6.0,"NOx emissions - Agriculture (Animals, Rice, & Soil)",TgNO2/yr,0.768,0.796,0.816,0.727,0.770,0.796,0.798,0.810,0.813,0.786,0.787,0.724,"1) NOx from the AGR sector in 2000 includes only anthropogenic emissions from soils. The historical emissions estimates used for earlier years includes both natural and anthropogenic emissions. While a correction was made to approximate anthropogenic emissions in the historical data series, a discontinuity between 1990 and 2000 remains due to this incompatibility."
R5REF,AIM - RCP 6.0,"NOx emissions - Agriculture (Animals, Rice, & Soil)",TgNO2/yr,0.162,0.160,0.156,0.125,0.118,0.115,0.112,0.111,0.104,0.087,0.085,0.076,"1) NOx from the AGR sector in 2000 includes only anthropogenic emissions from soils. The historical emissions estimates used for earlier years includes both natural and anthropogenic emissions. While a correction was made to approximate anthropogenic emissions in the historical data series, a discontinuity between 1990 and 2000 remains due to this incompatibility."
World,AIM - RCP 6.0,"NOx emissions - Agriculture (Animals, Rice, & Soil)",TgNO2/yr,2.129,2.221,2.296,2.123,2.193,2.226,2.215,2.229,2.227,2.130,2.028,1.851,"1) NOx from the AGR sector in 2000 includes only anthropogenic emissions from soils. The historical emissions estimates used for earlier years includes both natural and anthropogenic emissions. While a correction was made to approximate anthropogenic emissions in the historical data series, a discontinuity between 1990 and 2000 remains due to this incompatibility."
R5ASIA,AIM - RCP 6.0,NOx emissions - Grassland burning,TgNO2/yr,0.219,0.221,0.225,0.250,0.257,0.282,0.313,0.342,0.376,0.406,0.447,0.452,
R5LAM,AIM - RCP 6.0,NOx emissions - Grassland burning,TgNO2/yr,1.138,1.148,1.130,1.181,1.139,1.124,1.143,1.166,1.193,1.216,1.228,1.228,
R5MAF,AIM - RCP 6.0,NOx emissions - Grassland burning,TgNO2/yr,8.723,8.731,8.713,8.746,8.699,8.763,8.891,9.041,9.231,9.394,9.496,9.532,
R5OECD,AIM - RCP 6.0,NOx emissions - Grassland burning,TgNO2/yr,1.119,1.125,1.120,1.201,1.116,1.132,1.153,1.193,1.202,1.221,1.234,1.242,
R5REF,AIM - RCP 6.0,NOx emissions - Grassland burning,TgNO2/yr,0.521,0.520,0.524,0.537,0.547,0.560,0.576,0.595,0.615,0.633,0.648,0.657,
World,AIM - RCP 6.0,NOx emissions - Grassland burning,TgNO2/yr,11.720,11.744,11.711,11.915,11.757,11.861,12.076,12.336,12.616,12.870,13.053,13.111,
R5ASIA,AIM - RCP 6.0,NOx emissions - Forest burning,TgNO2/yr,2.350,2.354,2.355,2.489,2.515,2.577,2.674,2.786,2.899,3.012,3.160,3.263,1) MESSAGE data only reported for main tropical regions based on RETRO
R5LAM,AIM - RCP 6.0,NOx emissions - Forest burning,TgNO2/yr,1.551,1.567,1.533,1.590,1.549,1.505,1.529,1.562,1.604,1.646,1.684,1.702,1) MESSAGE data only reported for main tropical regions based on RETRO
R5MAF,AIM - RCP 6.0,NOx emissions - Forest burning,TgNO2/yr,0.526,0.530,0.522,0.540,0.555,0.603,0.668,0.747,0.840,0.938,1.031,1.114,1) MESSAGE data only reported for main tropical regions based on RETRO
R5OECD,AIM - RCP 6.0,NOx emissions - Forest burning,TgNO2/yr,0.492,0.491,0.493,0.503,0.496,0.501,0.508,0.523,0.527,0.532,0.538,0.542,1) MESSAGE data only reported for main tropical regions based on RETRO
R5REF,AIM - RCP 6.0,NOx emissions - Forest burning,TgNO2/yr,1.292,1.288,1.296,1.316,1.336,1.363,1.396,1.434,1.472,1.506,1.532,1.551,1) MESSAGE data only reported for main tropical regions based on RETRO
World,AIM - RCP 6.0,NOx emissions - Forest burning,TgNO2/yr,6.210,6.229,6.198,6.437,6.451,6.548,6.775,7.051,7.342,7.633,7.945,8.172,1) MESSAGE data only reported for main tropical regions based on RETRO
R5ASIA,AIM - RCP 6.0,VOC emissions - Total,Tg/yr,70.623,71.848,71.274,73.288,79.064,86.240,89.287,88.269,83.599,76.232,70.653,65.763,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5LAM,AIM - RCP 6.0,VOC emissions - Total,Tg/yr,24.603,24.663,23.482,22.532,21.930,21.565,21.590,21.646,21.513,21.531,21.887,21.937,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
R5MAF,AIM - RCP 6.0,VOC emissions - Total,Tg/yr,56.911,58.841,62.476,64.055,65.243,68.521,67.365,65.238,63.223,60.837,58.161,55.170,"1) Note that totals do aggregate available data, and do thus not always include all sources.
2) Totals of historical emissions are not provided, because they are not available for all sectors and years yet."
